sentence,video_name,video_path,exists,fps,frames,duration,width,height
He is going into the room,room (4).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\He is going into the room\room (4).MP4,True,25.0,128.0,5.12,1920.0,1080.0
He is going into the room,room.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\He is going into the room\room.MP4,True,25.0,113.0,4.52,1920.0,1080.0
he is on the way,way (2).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\he is on the way\way (2).MP4,True,25.0,114.0,4.56,1920.0,1080.0
he is on the way,way (3).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\he is on the way\way (3).MP4,True,25.0,118.0,4.72,1920.0,1080.0
he is on the way,way (4).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\he is on the way\way (4).MP4,True,25.0,91.0,3.64,1920.0,1080.0
he is on the way,way.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\he is on the way\way.MP4,True,25.0,86.0,3.44,1920.0,1080.0
he she is my friend,friend (2).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\he she is my friend\friend (2).MP4,True,25.0,83.0,3.32,1920.0,1080.0
he she is my friend,friend (3).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\he she is my friend\friend (3).MP4,True,25.0,76.0,3.04,1920.0,1080.0
he she is my friend,friend (4).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\he she is my friend\friend (4).MP4,True,25.0,94.0,3.76,1920.0,1080.0
he she is my friend,friend.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\he she is my friend\friend.MP4,True,25.0,78.0,3.12,1920.0,1080.0
he she is my friend,MVI_6500.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\he she is my friend\MVI_6500.MP4,True,25.0,90.0,3.6,1920.0,1080.0
he would be coming today,today (2).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\he would be coming today\today (2).MP4,True,25.0,108.0,4.32,1920.0,1080.0
he would be coming today,today (3).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\he would be coming today\today (3).MP4,True,25.0,138.0,5.52,1920.0,1080.0
he would be coming today,today (4).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\he would be coming today\today (4).MP4,True,25.0,157.0,6.28,1920.0,1080.0
he would be coming today,today (5).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\he would be coming today\today (5).MP4,True,25.0,132.0,5.28,1920.0,1080.0
he would be coming today,today.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\he would be coming today\today.MP4,True,25.0,110.0,4.4,1920.0,1080.0
help me,help me (1).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\help me\help me (1).MP4,True,25.0,104.0,4.16,1920.0,1080.0
help me,help me (3).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\help me\help me (3).MP4,True,25.0,84.0,3.36,1920.0,1080.0
help me,help me (4).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\help me\help me (4).MP4,True,25.0,76.0,3.04,1920.0,1080.0
help me,help me (5).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\help me\help me (5).MP4,True,25.0,71.0,2.84,1920.0,1080.0
help me,help me (8).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\help me\help me (8).MP4,True,25.0,98.0,3.92,1920.0,1080.0
hi how are you,hi how are you (3).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\hi how are you\hi how are you (3).MP4,True,25.0,112.0,4.48,1920.0,1080.0
hi how are you,hi how are you (4).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\hi how are you\hi how are you (4).MP4,True,25.0,156.0,6.24,1920.0,1080.0
hi how are you,hi how are you (5).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\hi how are you\hi how are you (5).MP4,True,25.0,104.0,4.16,1920.0,1080.0
hi how are you,hi how are you (6).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\hi how are you\hi how are you (6).MP4,True,25.0,108.0,4.32,1920.0,1080.0
hi how are you,hi how are you (7).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\hi how are you\hi how are you (7).MP4,True,25.0,92.0,3.68,1920.0,1080.0
how are things,things (2).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\how are things\things (2).MP4,True,25.0,150.0,6.0,1920.0,1080.0
how are things,things (3).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\how are things\things (3).MP4,True,25.0,165.0,6.6,1920.0,1080.0
how are things,things (4).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\how are things\things (4).MP4,True,25.0,186.0,7.44,1920.0,1080.0
how are things,things.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\how are things\things.MP4,True,25.0,190.0,7.6,1920.0,1080.0
how can i help you,how can i help you (3).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\how can i help you\how can i help you (3).MP4,True,25.0,135.0,5.4,1920.0,1080.0
how can i help you,how can i help you (4).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\how can i help you\how can i help you (4).MP4,True,25.0,91.0,3.64,1920.0,1080.0
how can i help you,how can i help you (5).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\how can i help you\how can i help you (5).MP4,True,25.0,86.0,3.44,1920.0,1080.0
how can i help you,how can i help you (6).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\how can i help you\how can i help you (6).MP4,True,25.0,97.0,3.88,1920.0,1080.0
how can i help you,how can i help you (7).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\how can i help you\how can i help you (7).MP4,True,25.0,91.0,3.64,1920.0,1080.0
how can i trust you,trust (2).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\how can i trust you\trust (2).MP4,True,25.0,96.0,3.84,1920.0,1080.0
how can i trust you,trust (3).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\how can i trust you\trust (3).MP4,True,25.0,156.0,6.24,1920.0,1080.0
how can i trust you,trust (4).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\how can i trust you\trust (4).MP4,True,25.0,124.0,4.96,1920.0,1080.0
how can i trust you,trust (5).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\how can i trust you\trust (5).MP4,True,25.0,114.0,4.56,1920.0,1080.0
how can i trust you,trust.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\how can i trust you\trust.MP4,True,25.0,117.0,4.68,1920.0,1080.0
how dare you,dare (2).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\how dare you\dare (2).MP4,True,25.0,77.0,3.08,1920.0,1080.0
how dare you,dare (3).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\how dare you\dare (3).MP4,True,25.0,95.0,3.8,1920.0,1080.0
how dare you,dare (4).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\how dare you\dare (4).MP4,True,25.0,79.0,3.16,1920.0,1080.0
how dare you,dare (5).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\how dare you\dare (5).MP4,True,25.0,90.0,3.6,1920.0,1080.0
how dare you,dare.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\how dare you\dare.MP4,True,25.0,93.0,3.72,1920.0,1080.0
how old are you,how old are you (3).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\how old are you\how old are you (3).MP4,True,25.0,111.0,4.44,1920.0,1080.0
how old are you,how old are you (4).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\how old are you\how old are you (4).MP4,True,25.0,109.0,4.36,1920.0,1080.0
how old are you,how old are you (5).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\how old are you\how old are you (5).MP4,True,25.0,97.0,3.88,1920.0,1080.0
how old are you,how old are you (6).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\how old are you\how old are you (6).MP4,True,25.0,81.0,3.24,1920.0,1080.0
how old are you,how old are you (7).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\how old are you\how old are you (7).MP4,True,25.0,87.0,3.48,1920.0,1080.0
i am (age),i am (age) (1).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am (age)\i am (age) (1).MP4,True,25.0,86.0,3.44,1920.0,1080.0
i am (age),i am (age) (2).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am (age)\i am (age) (2).MP4,True,25.0,74.0,2.96,1920.0,1080.0
i am (age),i am (age) (3).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am (age)\i am (age) (3).MP4,True,25.0,63.0,2.52,1920.0,1080.0
i am (age),i am (age) (4).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am (age)\i am (age) (4).MP4,True,25.0,72.0,2.88,1920.0,1080.0
i am (age),i am (age) (5).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am (age)\i am (age) (5).MP4,True,25.0,66.0,2.64,1920.0,1080.0
i am afraid of that,afraid (2).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am afraid of that\afraid (2).MP4,True,25.0,122.0,4.88,1920.0,1080.0
i am afraid of that,afraid (3).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am afraid of that\afraid (3).MP4,True,25.0,151.0,6.04,1920.0,1080.0
i am afraid of that,afraid (4).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am afraid of that\afraid (4).MP4,True,25.0,110.0,4.4,1920.0,1080.0
i am afraid of that,afraid (5).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am afraid of that\afraid (5).MP4,True,25.0,118.0,4.72,1920.0,1080.0
i am afraid of that,afraid.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am afraid of that\afraid.MP4,True,25.0,124.0,4.96,1920.0,1080.0
i am crying,i am crying (3).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am crying\i am crying (3).MP4,True,25.0,96.0,3.84,1920.0,1080.0
i am crying,i am crying (4).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am crying\i am crying (4).MP4,True,25.0,77.0,3.08,1920.0,1080.0
i am crying,i am crying (5).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am crying\i am crying (5).MP4,True,25.0,98.0,3.92,1920.0,1080.0
i am crying,i am crying (6).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am crying\i am crying (6).MP4,True,25.0,111.0,4.44,1920.0,1080.0
i am crying,i am crying (7).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am crying\i am crying (7).MP4,True,25.0,82.0,3.28,1920.0,1080.0
i am feeling bored,bored (2).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am feeling bored\bored (2).MP4,True,25.0,74.0,2.96,1920.0,1080.0
i am feeling bored,bored (3).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am feeling bored\bored (3).MP4,True,25.0,122.0,4.88,1920.0,1080.0
i am feeling bored,bored (4).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am feeling bored\bored (4).MP4,True,25.0,119.0,4.76,1920.0,1080.0
i am feeling bored,bored (5).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am feeling bored\bored (5).MP4,True,25.0,101.0,4.04,1920.0,1080.0
i am feeling bored,bored.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am feeling bored\bored.MP4,True,25.0,96.0,3.84,1920.0,1080.0
i am feeling cold,cold (2).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am feeling cold\cold (2).MP4,True,25.0,77.0,3.08,1920.0,1080.0
i am feeling cold,cold (3).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am feeling cold\cold (3).MP4,True,25.0,83.0,3.32,1920.0,1080.0
i am feeling cold,cold (4).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am feeling cold\cold (4).MP4,True,25.0,81.0,3.24,1920.0,1080.0
i am feeling cold,cold (5).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am feeling cold\cold (5).MP4,True,25.0,82.0,3.28,1920.0,1080.0
i am feeling cold,cold.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am feeling cold\cold.MP4,True,25.0,76.0,3.04,1920.0,1080.0
i am fine. thank you sir,fine thank (2).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am fine. thank you sir\fine thank (2).MP4,True,25.0,109.0,4.36,1920.0,1080.0
i am fine. thank you sir,fine thank (3).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am fine. thank you sir\fine thank (3).MP4,True,25.0,138.0,5.52,1920.0,1080.0
i am fine. thank you sir,fine thank (4).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am fine. thank you sir\fine thank (4).MP4,True,25.0,102.0,4.08,1920.0,1080.0
i am fine. thank you sir,fine thank (5).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am fine. thank you sir\fine thank (5).MP4,True,25.0,129.0,5.16,1920.0,1080.0
i am fine. thank you sir,fine thank.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am fine. thank you sir\fine thank.MP4,True,25.0,132.0,5.28,1920.0,1080.0
i am hungry,i am hungry   (3).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am hungry\i am hungry   (3).MP4,True,25.0,103.0,4.12,1920.0,1080.0
i am hungry,i am hungry   (4).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am hungry\i am hungry   (4).MP4,True,25.0,127.0,5.08,1920.0,1080.0
i am hungry,i am hungry   (5).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am hungry\i am hungry   (5).MP4,True,25.0,106.0,4.24,1920.0,1080.0
i am hungry,i am hungry   (6).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am hungry\i am hungry   (6).MP4,True,25.0,100.0,4.0,1920.0,1080.0
i am hungry,i am hungry   (7).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am hungry\i am hungry   (7).MP4,True,25.0,104.0,4.16,1920.0,1080.0
i am in dilemma what to do,dilemma (2).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am in dilemma what to do\dilemma (2).MP4,True,25.0,153.0,6.12,1920.0,1080.0
i am in dilemma what to do,dilemma (3).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am in dilemma what to do\dilemma (3).MP4,True,25.0,183.0,7.32,1920.0,1080.0
i am in dilemma what to do,dilemma (4).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am in dilemma what to do\dilemma (4).MP4,True,25.0,192.0,7.68,1920.0,1080.0
i am in dilemma what to do,dilemma (5).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am in dilemma what to do\dilemma (5).MP4,True,25.0,141.0,5.64,1920.0,1080.0
i am in dilemma what to do,dilemma.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am in dilemma what to do\dilemma.MP4,True,25.0,168.0,6.72,1920.0,1080.0
i am not really sure,MVI_6546.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am not really sure\MVI_6546.MP4,True,25.0,78.0,3.12,1920.0,1080.0
i am not really sure,really sure (2).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am not really sure\really sure (2).MP4,True,25.0,103.0,4.12,1920.0,1080.0
i am not really sure,really sure (3).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am not really sure\really sure (3).MP4,True,25.0,81.0,3.24,1920.0,1080.0
i am not really sure,really sure (4).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am not really sure\really sure (4).MP4,True,25.0,95.0,3.8,1920.0,1080.0
i am not really sure,really sure.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am not really sure\really sure.MP4,True,25.0,100.0,4.0,1920.0,1080.0
i am really grateful,MVI_6104.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am really grateful\MVI_6104.MP4,True,25.0,133.0,5.32,1920.0,1080.0
i am really grateful,MVI_6395.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am really grateful\MVI_6395.MP4,True,25.0,131.0,5.24,1920.0,1080.0
i am really grateful,MVI_6539.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am really grateful\MVI_6539.MP4,True,25.0,93.0,3.72,1920.0,1080.0
i am really grateful,MVI_6721.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am really grateful\MVI_6721.MP4,True,25.0,120.0,4.8,1920.0,1080.0
i am really grateful,MVI_6849.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am really grateful\MVI_6849.MP4,True,25.0,110.0,4.4,1920.0,1080.0
